bill_id,bill_number,title,description,status,status_date,session_id,state_id,state,body_id,current_body_id,subjects,texts,full_text,processed_text
1702412,SB1797,WORD CHANGE: CHILD CARE,"Amends various Acts by replacing the terms ""day care"", ""daycare"", and ""day-care"", in relation to the care of a child, with the term ""child care"".",1,2023-02-09,2020,13,IL,36,36,[],"[{'doc_id': 2691170, 'date': '2023-02-09', 'type': 'Introduced', 'type_id': 1, 'mime': 'text/html', 'mime_id': 1, 'url': 'https://legiscan.com/IL/text/SB1797/id/2691170', 'state_link': 'https://www.ilga.gov/legislation/103/SB/10300SB1797.htm', 'text_size': 3423284, 'text_hash': 'ab6ddb17c33a9e6b99e7cf406cf9fd5e', 'alt_bill_text': 0, 'alt_mime': '', 'alt_mime_id': 0, 'alt_state_link': '', 'alt_text_size': 0, 'alt_text_hash': ''}]",word change  child care amends various acts by replacing the terms  day care    daycare   and  day care   in relation to the care of a child  with the term  child care  ,word change child care amends various act replacing term day care daycare day care relation care child term child care
1702209,SB1905,MUNI-TIF-BLIGHTED HOMES,"Amends the Tax Increment Allocation Redevelopment Act of the Illinois Municipal Code. Provides that ""redevelopment project costs"" include the costs of demolishing buildings, site preparation, or site improvements of a dilapidated or vacant parcel zoned for residential use or costs of reconstruction, repair, remodeling, or new construction of a single-family residence on a dilapidated or vacant parcel zoned for residential use. Amends the Property Tax Code. Provides that a municipality, upon adoption of an ordinance or resolution by majority vote of its corporate authorities, may order the county clerk to abate, for 20 years, the portion of the taxes levied upon an improved parcel of real property that is attributable to the increase in the current equalized assessed valuation of the parcel over and above the equalized assessed valuation of the parcel immediately before the demolition of the dilapidated structure on the parcel. Provides that ""improved parcel of real property"" means a parcel where redevelopment project costs have been used by the municipality for the construction of a new single-family residence on a parcel zoned for residential use after demolition or removal of a dilapidated structure from that parcel. Provides that an abatement approved under the provisions shall be extended to all subsequent owners of the improved parcel of real property during the abatement period.",1,2023-02-09,2020,13,IL,36,36,[],"[{'doc_id': 2690971, 'date': '2023-02-09', 'type': 'Introduced', 'type_id': 1, 'mime': 'text/html', 'mime_id': 1, 'url': 'https://legiscan.com/IL/text/SB1905/id/2690971', 'state_link': 'https://www.ilga.gov/legislation/103/SB/10300SB1905.htm', 'text_size': 262538, 'text_hash': '9b632184106897c32c2bf95532df512c', 'alt_bill_text': 0, 'alt_mime': '', 'alt_mime_id': 0, 'alt_state_link': '', 'alt_text_size': 0, 'alt_text_hash': ''}]",muni tif blighted homes amends the tax increment allocation redevelopment act of the illinois municipal code  provides that  redevelopment project costs  include the costs of demolishing buildings  site preparation  or site improvements of a dilapidated or vacant parcel zoned for residential use or costs of reconstruction  repair  remodeling  or new construction of a single family residence on a dilapidated or vacant parcel zoned for residential use  amends the property tax code  provides that a municipality  upon adoption of an ordinance or resolution by majority vote of its corporate authorities  may order the county clerk to abate  for 20 years  the portion of the taxes levied upon an improved parcel of real property that is attributable to the increase in the current equalized assessed valuation of the parcel over and above the equalized assessed valuation of the parcel immediately before the demolition of the dilapidated structure on the parcel  provides that  improved parcel of real property  means a parcel where redevelopment project costs have been used by the municipality for the construction of a new single family residence on a parcel zoned for residential use after demolition or removal of a dilapidated structure from that parcel  provides that an abatement approved under the provisions shall be extended to all subsequent owners of the improved parcel of real property during the abatement period ,muni tif blighted home amends tax increment allocation redevelopment act illinois municipal code provides redevelopment project cost include cost demolishing building site preparation site improvement dilapidated vacant parcel zoned residential use cost reconstruction repair remodeling new construction single family residence dilapidated vacant parcel zoned residential use amends property tax code provides municipality upon adoption ordinance resolution majority vote corporate authority may order county clerk abate 20 year portion tax levied upon improved parcel real property attributable increase current equalized assessed valuation parcel equalized assessed valuation parcel immediately demolition dilapidated structure parcel provides improved parcel real property mean parcel redevelopment project cost used municipality construction new single family residence parcel zoned residential use demolition removal dilapidated structure parcel provides abatement approved provision shall extended subsequent owner improved parcel real property abatement period
1716855,SB2500,$EPA OCE,"Makes appropriations for the ordinary and contingent expenses of the Environmental Protection Agency for the fiscal year beginning July 1, 2023, as follows: General Revenue Funds $10,000,000. Other State Funds $482,124,877. Federal Funds $379,283,100. Total $871,407,977.",1,2023-02-21,2020,13,IL,36,36,[],"[{'doc_id': 2711335, 'date': '2023-02-21', 'type': 'Introduced', 'type_id': 1, 'mime': 'application/pdf', 'mime_id': 2, 'url': 'https://legiscan.com/IL/text/SB2500/id/2711335', 'state_link': 'https://www.ilga.gov/legislation/103/SB/PDF/10300SB2500.pdf', 'text_size': 166189, 'text_hash': '2f19b394f37eb0bf10e5c4108c255cb3', 'alt_bill_text': 0, 'alt_mime': '', 'alt_mime_id': 0, 'alt_state_link': '', 'alt_text_size': 0, 'alt_text_hash': ''}]", epa oce makes appropriations for the ordinary and contingent expenses of the environmental protection agency for the fiscal year beginning july 1  2023  as follows  general revenue funds  10 000 000  other state funds  482 124 877  federal funds  379 283 100  total  871 407 977 ,epa oce make appropriation ordinary contingent expense environmental protection agency fiscal year beginning july 1 2023 follows general revenue fund 10 000 000 state fund 482 124 877 federal fund 379 283 100 total 871 407 977
1703959,SB2135,CREDIT REPAIR ORGANIZATIONS,"Amends the Credit Services Organizations Act. Changes the name of the Act to the Credit Repair Organizations Act. Provides that the Director of Financial and Professional Regulation shall oversee the activities of credit repair organizations and compliance with the Act. Provides that a credit repair organization shall submit a report every 6 months to the Director containing specified information. Provides that the Director may adopt rules necessary to administer the Act. Makes changes in provisions concerning contracts between a buyer and a credit repair organization; registration of credit repair organizations; violations of the Act; and remedies. Repeals provisions concerning surety bonds. Defines terms. Repeals provisions concerning surety bonds. Amends the Consumer Fraud and Deceptive Business Practices Act to make conforming changes. Effective January 1, 2024.",1,2023-02-10,2020,13,IL,36,36,[],"[{'doc_id': 2693479, 'date': '2023-02-10', 'type': 'Introduced', 'type_id': 1, 'mime': 'text/html', 'mime_id': 1, 'url': 'https://legiscan.com/IL/text/SB2135/id/2693479', 'state_link': 'https://www.ilga.gov/legislation/103/SB/10300SB2135.htm', 'text_size': 87189, 'text_hash': '73ae3382d69356a8e4e766f90a89c621', 'alt_bill_text': 0, 'alt_mime': '', 'alt_mime_id': 0, 'alt_state_link': '', 'alt_text_size': 0, 'alt_text_hash': ''}]",credit repair organizations amends the credit services organizations act  changes the name of the act to the credit repair organizations act  provides that the director of financial and professional regulation shall oversee the activities of credit repair organizations and compliance with the act  provides that a credit repair organization shall submit a report every 6 months to the director containing specified information  provides that the director may adopt rules necessary to administer the act  makes changes in provisions concerning contracts between a buyer and a credit repair organization  registration of credit repair organizations  violations of the act  and remedies  repeals provisions concerning surety bonds  defines terms  repeals provisions concerning surety bonds  amends the consumer fraud and deceptive business practices act to make conforming changes  effective january 1  2024 ,credit repair organization amends credit service organization act change name act credit repair organization act provides director financial professional regulation shall oversee activity credit repair organization compliance act provides credit repair organization shall submit report every 6 month director containing specified information provides director may adopt rule necessary administer act make change provision concerning contract buyer credit repair organization registration credit repair organization violation act remedy repeal provision concerning surety bond defines term repeal provision concerning surety bond amends consumer fraud deceptive business practice act make conforming change effective january 1 2024
1852240,HB5705,$EPAOCE,"Makes appropriations for the ordinary and contingent expenses of the Environmental Protection Agency for the fiscal year beginning July 1, 2024, as follows: Other State Funds $533,172,838; Federal Funds $402,023,644; Total $935,196,482.",1,2024-02-21,2020,13,IL,35,35,[],"[{'doc_id': 2936649, 'date': '2024-02-21', 'type': 'Introduced', 'type_id': 1, 'mime': 'application/pdf', 'mime_id': 2, 'url': 'https://legiscan.com/IL/text/HB5705/id/2936649', 'state_link': 'https://www.ilga.gov/legislation/103/HB/PDF/10300HB5705.pdf', 'text_size': 171719, 'text_hash': '5a774e18d02e4dfa1012052c3039d35c', 'alt_bill_text': 0, 'alt_mime': '', 'alt_mime_id': 0, 'alt_state_link': '', 'alt_text_size': 0, 'alt_text_hash': ''}]", epaoce makes appropriations for the ordinary and contingent expenses of the environmental protection agency for the fiscal year beginning july 1  2024  as follows  other state funds  533 172 838  federal funds  402 023 644  total  935 196 482 ,epaoce make appropriation ordinary contingent expense environmental protection agency fiscal year beginning july 1 2024 follows state fund 533 172 838 federal fund 402 023 644 total 935 196 482
1821390,HB4507,CREDIT REPAIR ORGANIZATIONS,"Amends the Credit Services Organizations Act. Changes the short title of the Act to the Credit Repair Organizations Act. Provides that the Secretary of Financial and Professional Regulation shall oversee the activities of credit repair organizations and compliance with the Act. Provides that a credit repair organization shall submit reports to the Secretary containing specified information. Provides that every credit repair organization shall maintain a surety bond or electronic surety bond in the principal sum of $100,000 issued by a bonding company authorized to do business in this State and approved by the Secretary. Provides that the bond shall run to the Secretary and shall be for the benefit of any consumer who incurs damages as a result of any violation of the Act or rules adopted under the Act. Makes changes in provisions concerning contracts between a buyer and a credit repair organization and registration of credit repair organizations. Inserts provisions concerning the transfer of records; rulemaking; regulatory assessment; evasion; examination and reports; violations; enforcement; confidential supervisory information; judicial review; buyer and a credit repair organization; registration of credit repair organizations; violations of the Act; remedies; and conflicts of law. Repeals provisions concerning construction of the Act and surety bonds. Provides that the Secretary may adopt rules necessary to administer the Act. Defines terms. Repeals provisions concerning surety bonds. Amends the Consumer Fraud and Deceptive Business Practices Act. Provides that any person who violates the Credit Repair Organizations Act commits an unlawful practice within the meaning of the Act. Effective January 1, 2025.",1,2024-01-18,2020,13,IL,35,35,[],"[{'doc_id': 2891145, 'date': '2024-01-18', 'type': 'Introduced', 'type_id': 1, 'mime': 'text/html', 'mime_id': 1, 'url': 'https://legiscan.com/IL/text/HB4507/id/2891145', 'state_link': 'https://www.ilga.gov/legislation/103/HB/10300HB4507.htm', 'text_size': 146683, 'text_hash': '03131f72e06fa83960968dce0369f493', 'alt_bill_text': 0, 'alt_mime': '', 'alt_mime_id': 0, 'alt_state_link': '', 'alt_text_size': 0, 'alt_text_hash': ''}]",credit repair organizations amends the credit services organizations act  changes the short title of the act to the credit repair organizations act  provides that the secretary of financial and professional regulation shall oversee the activities of credit repair organizations and compliance with the act  provides that a credit repair organization shall submit reports to the secretary containing specified information  provides that every credit repair organization shall maintain a surety bond or electronic surety bond in the principal sum of  100 000 issued by a bonding company authorized to do business in this state and approved by the secretary  provides that the bond shall run to the secretary and shall be for the benefit of any consumer who incurs damages as a result of any violation of the act or rules adopted under the act  makes changes in provisions concerning contracts between a buyer and a credit repair organization and registration of credit repair organizations  inserts provisions concerning the transfer of records  rulemaking  regulatory assessment  evasion  examination and reports  violations  enforcement  confidential supervisory information  judicial review  buyer and a credit repair organization  registration of credit repair organizations  violations of the act  remedies  and conflicts of law  repeals provisions concerning construction of the act and surety bonds  provides that the secretary may adopt rules necessary to administer the act  defines terms  repeals provisions concerning surety bonds  amends the consumer fraud and deceptive business practices act  provides that any person who violates the credit repair organizations act commits an unlawful practice within the meaning of the act  effective january 1  2025 ,credit repair organization amends credit service organization act change short title act credit repair organization act provides secretary financial professional regulation shall oversee activity credit repair organization compliance act provides credit repair organization shall submit report secretary containing specified information provides every credit repair organization shall maintain surety bond electronic surety bond principal sum 100 000 issued bonding company authorized business state approved secretary provides bond shall run secretary shall benefit consumer incurs damage result violation act rule adopted act make change provision concerning contract buyer credit repair organization registration credit repair organization insert provision concerning transfer record rulemaking regulatory assessment evasion examination report violation enforcement confidential supervisory information judicial review buyer credit repair organization registration credit repair organization violation act remedy conflict law repeal provision concerning construction act surety bond provides secretary may adopt rule necessary administer act defines term repeal provision concerning surety bond amends consumer fraud deceptive business practice act provides person violates credit repair organization act commits unlawful practice within meaning act effective january 1 2025
1696808,SB1367,FEDERALLY ASSISTED HOUSING,"Amends the Housing Authorities Act. Requires every housing authority organized under the Act to collect data on (i) the number of vacant rental units within each housing project operated by the housing authority and (ii) information on whether each waiting list maintained by the housing authority is open or closed. Requires the information to be reported to the Illinois Criminal Justice Information Authority and compiled and reported to the General Assembly annually by the Illinois Criminal Justice Information Authority. Provides that unless required by federal law, a housing authority shall not consider certain information when determining eligibility for federally assisted housing, including convictions occurring more than 180 days prior to the date the applicant's application for housing is reviewed for acceptance. Defines ""federally assisted housing"" to mean any housing units or subsidized housing programs funded in whole or in part by the federal government including all properties owned or financed by a housing authority, or a subsidiary or partnership in which the housing authority is a member.",4,2023-06-30,2020,13,IL,36,36,[],"[{'doc_id': 2683927, 'date': '2023-02-06', 'type': 'Introduced', 'type_id': 1, 'mime': 'text/html', 'mime_id': 1, 'url': 'https://legiscan.com/IL/text/SB1367/id/2683927', 'state_link': 'https://www.ilga.gov/legislation/103/SB/10300SB1367.htm', 'text_size': 77761, 'text_hash': '64b4c1350273a3edd709c7918cacabd6', 'alt_bill_text': 0, 'alt_mime': '', 'alt_mime_id': 0, 'alt_state_link': '', 'alt_text_size': 0, 'alt_text_hash': ''}, {'doc_id': 2764408, 'date': '2023-03-29', 'type': 'Engrossed', 'type_id': 4, 'mime': 'text/html', 'mime_id': 1, 'url': 'https://legiscan.com/IL/text/SB1367/id/2764408', 'state_link': 'https://www.ilga.gov/legislation/103/SB/10300SB1367eng.htm', 'text_size': 74674, 'text_hash': 'c14508d04b05d6143e561f6abd7ab818', 'alt_bill_text': 0, 'alt_mime': '', 'alt_mime_id': 0, 'alt_state_link': '', 'alt_text_size': 0, 'alt_text_hash': ''}, {'doc_id': 2806858, 'date': '2023-05-11', 'type': 'Enrolled', 'type_id': 5, 'mime': 'text/html', 'mime_id': 1, 'url': 'https://legiscan.com/IL/text/SB1367/id/2806858', 'state_link': 'https://www.ilga.gov/legislation/103/SB/10300SB1367enr.htm', 'text_size': 74657, 'text_hash': '71e2c56ead4ad10820296a24f20b047e', 'alt_bill_text': 0, 'alt_mime': '', 'alt_mime_id': 0, 'alt_state_link': '', 'alt_text_size': 0, 'alt_text_hash': ''}, {'doc_id': 2832755, 'date': '2023-07-05', 'type': 'Chaptered', 'type_id': 6, 'mime': 'text/html', 'mime_id': 1, 'url': 'https://legiscan.com/IL/text/SB1367/id/2832755', 'state_link': 'https://www.ilga.gov/legislation/publicacts/103/103-0215.htm', 'text_size': 46344, 'text_hash': '8db68832bd52fd03fc4dedd0c34066a2', 'alt_bill_text': 0, 'alt_mime': '', 'alt_mime_id': 0, 'alt_state_link': '', 'alt_text_size': 0, 'alt_text_hash': ''}]",federally assisted housing amends the housing authorities act  requires every housing authority organized under the act to collect data on  i  the number of vacant rental units within each housing project operated by the housing authority and  ii  information on whether each waiting list maintained by the housing authority is open or closed  requires the information to be reported to the illinois criminal justice information authority and compiled and reported to the general assembly annually by the illinois criminal justice information authority  provides that unless required by federal law  a housing authority shall not consider certain information when determining eligibility for federally assisted housing  including convictions occurring more than 180 days prior to the date the applicant s application for housing is reviewed for acceptance  defines  federally assisted housing  to mean any housing units or subsidized housing programs funded in whole or in part by the federal government including all properties owned or financed by a housing authority  or a subsidiary or partnership in which the housing authority is a member ,federally assisted housing amends housing authority act requires every housing authority organized act collect data number vacant rental unit within housing project operated housing authority ii information whether waiting list maintained housing authority open closed requires information reported illinois criminal justice information authority compiled reported general assembly annually illinois criminal justice information authority provides unless required federal law housing authority shall consider certain information determining eligibility federally assisted housing including conviction occurring 180 day prior date applicant application housing reviewed acceptance defines federally assisted housing mean housing unit subsidized housing program funded whole part federal government including property owned financed housing authority subsidiary partnership housing authority member
1713272,HB3593,ELECTRONICS RIGHT TO REPAIR,"Creates the Digital Electronic Equipment Right to Repair Act. Provides that, for digital electronic equipment and parts for digital electronic equipment sold or used in the State, an original equipment manufacturer shall make available to an independent repair provider, solely for the purpose of repairing digital electronic equipment, on fair and reasonable terms, any documentation, parts, service access methods, and tools, including, but not limited to, any updates to information, firmware, or embedded software that is needed for purposes of repair of digital electronic equipment and training courses and materials on the operation, inspection, diagnosis, maintenance, and repair of digital electronic equipment. Provides that a violation of any of the provisions of the Act is an unlawful practice under the Consumer Fraud and Deceptive Business Practices Act. Provides for penalties. Provides that nothing in the Act shall require an original equipment manufacturer to divulge a trade secret to an independent repair provider. Amends the Consumer Fraud and Deceptive Business Practices Act making a conforming change. Effective January 1, 2024.",1,2023-02-17,2020,13,IL,35,35,[],"[{'doc_id': 2706632, 'date': '2023-02-17', 'type': 'Introduced', 'type_id': 1, 'mime': 'text/html', 'mime_id': 1, 'url': 'https://legiscan.com/IL/text/HB3593/id/2706632', 'state_link': 'https://www.ilga.gov/legislation/103/HB/10300HB3593.htm', 'text_size': 35699, 'text_hash': 'f47f5e3da7392da1b0b8d09475ecdbcf', 'alt_bill_text': 0, 'alt_mime': '', 'alt_mime_id': 0, 'alt_state_link': '', 'alt_text_size': 0, 'alt_text_hash': ''}]",electronics right to repair creates the digital electronic equipment right to repair act  provides that  for digital electronic equipment and parts for digital electronic equipment sold or used in the state  an original equipment manufacturer shall make available to an independent repair provider  solely for the purpose of repairing digital electronic equipment  on fair and reasonable terms  any documentation  parts  service access methods  and tools  including  but not limited to  any updates to information  firmware  or embedded software that is needed for purposes of repair of digital electronic equipment and training courses and materials on the operation  inspection  diagnosis  maintenance  and repair of digital electronic equipment  provides that a violation of any of the provisions of the act is an unlawful practice under the consumer fraud and deceptive business practices act  provides for penalties  provides that nothing in the act shall require an original equipment manufacturer to divulge a trade secret to an independent repair provider  amends the consumer fraud and deceptive business practices act making a conforming change  effective january 1  2024 ,electronics right repair creates digital electronic equipment right repair act provides digital electronic equipment part digital electronic equipment sold used state original equipment manufacturer shall make available independent repair provider solely purpose repairing digital electronic equipment fair reasonable term documentation part service access method tool including limited update information firmware embedded software needed purpose repair digital electronic equipment training course material operation inspection diagnosis maintenance repair digital electronic equipment provides violation provision act unlawful practice consumer fraud deceptive business practice act provides penalty provides nothing act shall require original equipment manufacturer divulge trade secret independent repair provider amends consumer fraud deceptive business practice act making conforming change effective january 1 2024
1713262,HB3601,ED TECHNOLOGY RIGHT TO REPAIR,"Creates the Educational Technology Right to Repair Act. Provides that, for educational technology equipment and parts for educational technology equipment sold or used in the State, an original equipment manufacturer shall make available to an independent repair provider, solely for the purpose of repairing educational technology equipment, on fair and reasonable terms, any documentation, parts, service access methods, and tools, including, but not limited to, any updates to information, firmware, or embedded software that is needed for purposes of repair of educational technology equipment and training courses and materials on the operation, inspection, diagnosis, maintenance, and repair of educational technology equipment. Provides that a violation of any of the provisions of the Act is an unlawful practice under the Consumer Fraud and Deceptive Business Practices Act. Provides for penalties. Provides that nothing in the Act shall require an original equipment manufacturer to divulge a trade secret to an independent repair provider. Amends the Consumer Fraud and Deceptive Business Practices Act making a conforming change. Effective January 1, 2024.",1,2023-02-17,2020,13,IL,35,35,[],"[{'doc_id': 2706622, 'date': '2023-02-17', 'type': 'Introduced', 'type_id': 1, 'mime': 'text/html', 'mime_id': 1, 'url': 'https://legiscan.com/IL/text/HB3601/id/2706622', 'state_link': 'https://www.ilga.gov/legislation/103/HB/10300HB3601.htm', 'text_size': 36878, 'text_hash': '8e37a5ea20abbdbee5c1c4d4a9509883', 'alt_bill_text': 0, 'alt_mime': '', 'alt_mime_id': 0, 'alt_state_link': '', 'alt_text_size': 0, 'alt_text_hash': ''}]",ed technology right to repair creates the educational technology right to repair act  provides that  for educational technology equipment and parts for educational technology equipment sold or used in the state  an original equipment manufacturer shall make available to an independent repair provider  solely for the purpose of repairing educational technology equipment  on fair and reasonable terms  any documentation  parts  service access methods  and tools  including  but not limited to  any updates to information  firmware  or embedded software that is needed for purposes of repair of educational technology equipment and training courses and materials on the operation  inspection  diagnosis  maintenance  and repair of educational technology equipment  provides that a violation of any of the provisions of the act is an unlawful practice under the consumer fraud and deceptive business practices act  provides for penalties  provides that nothing in the act shall require an original equipment manufacturer to divulge a trade secret to an independent repair provider  amends the consumer fraud and deceptive business practices act making a conforming change  effective january 1  2024 ,ed technology right repair creates educational technology right repair act provides educational technology equipment part educational technology equipment sold used state original equipment manufacturer shall make available independent repair provider solely purpose repairing educational technology equipment fair reasonable term documentation part service access method tool including limited update information firmware embedded software needed purpose repair educational technology equipment training course material operation inspection diagnosis maintenance repair educational technology equipment provides violation provision act unlawful practice consumer fraud deceptive business practice act provides penalty provides nothing act shall require original equipment manufacturer divulge trade secret independent repair provider amends consumer fraud deceptive business practice act making conforming change effective january 1 2024
1810626,SB2680,RIGHT TO REPAIR,"Creates the Right to Repair Act. Provides that every manufacturer of an electronic or appliance product with a specified wholesale price or direct sales price shall make service and repair facilities available to owners of the product. Provides that the manufacturer shall make available to service and repair facilities and service dealers sufficient documentation and functional parts and tools, inclusive of any updates, on fair and reasonable terms, to effect the diagnosis, maintenance, or repair of a product for a specified period after the last date a product model or type was manufactured, regardless of whether the period exceeds the warranty period for the product. Provides that a service and repair facility or service dealer that is not an authorized repair provider of a manufacturer shall provide a written notice to any customer seeking repair of an electronic or appliance product before the repair facility or service dealer repairs the product that informs the customer that it is not an authorized repair provider for the product and shall disclose if it uses any used replacement parts or replacement parts provided by a supplier other than the manufacturer of the product. Provides that no manufacturer or authorized repair provider shall be liable for any damage or injury caused to any electronic or appliance product, person, or property that occurs as a result of repair, diagnosis, maintenance, or modification performed by a service dealer or owner. Provides that the provisions do not apply to a manufacturer that provides an equivalent or better, readily available replacement electronic or appliance product at no charge to the customer. Provides for limitations of the Act. Provides for civil penalties. Effective July 1, 2025.",1,2024-01-10,2020,13,IL,36,36,[],"[{'doc_id': 2880274, 'date': '2024-01-10', 'type': 'Introduced', 'type_id': 1, 'mime': 'text/html', 'mime_id': 1, 'url': 'https://legiscan.com/IL/text/SB2680/id/2880274', 'state_link': 'https://www.ilga.gov/legislation/103/SB/10300SB2680.htm', 'text_size': 43290, 'text_hash': 'adc6dc704e7a5e2206625967b27dc89f', 'alt_bill_text': 0, 'alt_mime': '', 'alt_mime_id': 0, 'alt_state_link': '', 'alt_text_size': 0, 'alt_text_hash': ''}]",right to repair creates the right to repair act  provides that every manufacturer of an electronic or appliance product with a specified wholesale price or direct sales price shall make service and repair facilities available to owners of the product  provides that the manufacturer shall make available to service and repair facilities and service dealers sufficient documentation and functional parts and tools  inclusive of any updates  on fair and reasonable terms  to effect the diagnosis  maintenance  or repair of a product for a specified period after the last date a product model or type was manufactured  regardless of whether the period exceeds the warranty period for the product  provides that a service and repair facility or service dealer that is not an authorized repair provider of a manufacturer shall provide a written notice to any customer seeking repair of an electronic or appliance product before the repair facility or service dealer repairs the product that informs the customer that it is not an authorized repair provider for the product and shall disclose if it uses any used replacement parts or replacement parts provided by a supplier other than the manufacturer of the product  provides that no manufacturer or authorized repair provider shall be liable for any damage or injury caused to any electronic or appliance product  person  or property that occurs as a result of repair  diagnosis  maintenance  or modification performed by a service dealer or owner  provides that the provisions do not apply to a manufacturer that provides an equivalent or better  readily available replacement electronic or appliance product at no charge to the customer  provides for limitations of the act  provides for civil penalties  effective july 1  2025 ,right repair creates right repair act provides every manufacturer electronic appliance product specified wholesale price direct sale price shall make service repair facility available owner product provides manufacturer shall make available service repair facility service dealer sufficient documentation functional part tool inclusive update fair reasonable term effect diagnosis maintenance repair product specified period last date product model type manufactured regardless whether period exceeds warranty period product provides service repair facility service dealer authorized repair provider manufacturer shall provide written notice customer seeking repair electronic appliance product repair facility service dealer repair product informs customer authorized repair provider product shall disclose us used replacement part replacement part provided supplier manufacturer product provides manufacturer authorized repair provider shall liable damage injury caused electronic appliance product person property occurs result repair diagnosis maintenance modification performed service dealer owner provides provision apply manufacturer provides equivalent better readily available replacement electronic appliance product charge customer provides limitation act provides civil penalty effective july 1 2025
1810506,SB2669,AGRICULTURAL EQUIPMENT REPAIR,"Creates the Agricultural Equipment Repair Bill of Rights Act. Provides that, for the purpose of providing services for agricultural equipment in the State, an original equipment manufacturer shall, with fair and reasonable terms and costs, make available to an independent repair provider or owner of the manufacturer's equipment any documentation, parts, embedded software, firmware, or tools that are intended for use with the equipment or any part, including updates to documentation, parts, embedded software, firmware, or tools. Provides that, with respect to agricultural equipment that contains an electronic security lock or other security-related function, a manufacturer shall, with fair and reasonable terms and costs, make available to independent repair providers and owners any documentation, parts, embedded software, firmware, or tools needed to reset the lock or function when disabled in the course of providing services. Provides that the manufacturer may make the documentation, parts, embedded software, firmware, or tools available to independent repair providers and owners through appropriate secure release systems. Provides that these provisions do not apply to a part that is no longer available to the original equipment manufacturer or conduct that would require the manufacturer to divulge a trade secret. Provides that a manufacturer shall not refuse to make available to an independent repair provider or owner any documentation, part, embedded software, firmware, or tool necessary to provide services on grounds that the documentation, part, embedded software, firmware, or tool itself is a trade secret, except that information necessary to repair agricultural equipment may not be redacted. Provides exceptions. Defines terms.",1,2024-01-10,2020,13,IL,36,36,[],"[{'doc_id': 2880154, 'date': '2024-01-10', 'type': 'Introduced', 'type_id': 1, 'mime': 'text/html', 'mime_id': 1, 'url': 'https://legiscan.com/IL/text/SB2669/id/2880154', 'state_link': 'https://www.ilga.gov/legislation/103/SB/10300SB2669.htm', 'text_size': 43053, 'text_hash': '3490597cfa22af90ef596de103507309', 'alt_bill_text': 0, 'alt_mime': '', 'alt_mime_id': 0, 'alt_state_link': '', 'alt_text_size': 0, 'alt_text_hash': ''}]",agricultural equipment repair creates the agricultural equipment repair bill of rights act  provides that  for the purpose of providing services for agricultural equipment in the state  an original equipment manufacturer shall  with fair and reasonable terms and costs  make available to an independent repair provider or owner of the manufacturer s equipment any documentation  parts  embedded software  firmware  or tools that are intended for use with the equipment or any part  including updates to documentation  parts  embedded software  firmware  or tools  provides that  with respect to agricultural equipment that contains an electronic security lock or other security related function  a manufacturer shall  with fair and reasonable terms and costs  make available to independent repair providers and owners any documentation  parts  embedded software  firmware  or tools needed to reset the lock or function when disabled in the course of providing services  provides that the manufacturer may make the documentation  parts  embedded software  firmware  or tools available to independent repair providers and owners through appropriate secure release systems  provides that these provisions do not apply to a part that is no longer available to the original equipment manufacturer or conduct that would require the manufacturer to divulge a trade secret  provides that a manufacturer shall not refuse to make available to an independent repair provider or owner any documentation  part  embedded software  firmware  or tool necessary to provide services on grounds that the documentation  part  embedded software  firmware  or tool itself is a trade secret  except that information necessary to repair agricultural equipment may not be redacted  provides exceptions  defines terms ,agricultural equipment repair creates agricultural equipment repair bill right act provides purpose providing service agricultural equipment state original equipment manufacturer shall fair reasonable term cost make available independent repair provider owner manufacturer equipment documentation part embedded software firmware tool intended use equipment part including update documentation part embedded software firmware tool provides respect agricultural equipment contains electronic security lock security related function manufacturer shall fair reasonable term cost make available independent repair provider owner documentation part embedded software firmware tool needed reset lock function disabled course providing service provides manufacturer may make documentation part embedded software firmware tool available independent repair provider owner appropriate secure release system provides provision apply part longer available original equipment manufacturer conduct would require manufacturer divulge trade secret provides manufacturer shall refuse make available independent repair provider owner documentation part embedded software firmware tool necessary provide service ground documentation part embedded software firmware tool trade secret except information necessary repair agricultural equipment may redacted provides exception defines term
